,customer_id,customer_age,gender_male,gender_female,total_purchase_last_3_months,purchase_month_1,purchase_month_2,purchase_month_3,purchase_week_1,purchase_week_2,purchase_week_3,purchase_week_4,category_books,category_clothing,category_electronics,category_home,most_common_payment_method_cash,most_common_payment_method_credit_card,most_common_payment_method_crypto,most_common_payment_method_paypal
81329,25238,31,1,0,2046,2046.0,0.0,0.0,2046.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,1,0,0
81331,8305,69,1,0,3695,3695.0,0.0,0.0,3695.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1,0,0,0
81335,5331,22,1,0,4651,4651.0,0.0,0.0,4651.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,0,0,0,1
81342,44182,51,1,0,9279,4078.0,0.0,5201.0,4078.0,0.0,0.0,5201.0,6.0,3.0,2.0,0.0,0,0,0,1
81348,39423,52,1,0,4686,4686.0,0.0,0.0,3080.0,1606.0,0.0,0.0,4.0,3.0,4.0,2.0,0,1,0,0
81352,6821,33,0,1,1523,1523.0,0.0,0.0,1523.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0,0,1,0
81357,2265,32,0,1,3978,3978.0,0.0,0.0,3978.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0,0,0,1
81360,7115,23,1,0,3777,3777.0,0.0,0.0,3777.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0,0,0,0,1
81367,28585,35,1,0,476,476.0,0.0,0.0,476.0,0.0,0.0,0.0,9.0,1.0,6.0,0.0,0,0,0,1
81372,41520,57,0,1,1912,1912.0,0.0,0.0,1912.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0,0,0,1
81377,29994,63,0,1,4780,2915.0,0.0,1865.0,2915.0,0.0,0.0,1865.0,0.0,12.0,0.0,13.0,1,0,0,0
81386,42773,45,0,1,1519,1519.0,0.0,0.0,1519.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,1,0,0
81387,28964,26,1,0,5110,5110.0,0.0,0.0,5110.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,1,0,0,0
81392,17634,19,1,0,4653,4653.0,0.0,0.0,4653.0,0.0,0.0,0.0,5.0,10.0,2.0,1.0,0,1,0,0
81398,28322,40,0,1,5071,5071.0,0.0,0.0,5071.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,1,0,0,0
81406,4115,59,1,0,454,454.0,0.0,0.0,454.0,0.0,0.0,3441.0,9.0,3.0,3.0,4.0,1,0,0,0
81413,49917,53,1,0,4196,4196.0,0.0,0.0,4196.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,1,0,0,0
81420,24975,30,1,0,1777,1777.0,0.0,0.0,1777.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0,1,0,0
81425,46226,20,1,0,3879,3879.0,0.0,0.0,3879.0,0.0,0.0,2829.0,4.0,10.0,3.0,0.0,0,0,0,1
81430,41067,26,0,1,6629,4579.0,2050.0,0.0,4579.0,0.0,0.0,3969.0,2.0,10.0,10.0,0.0,1,0,0,0
81436,22171,45,0,1,2228,2228.0,0.0,0.0,2228.0,0.0,0.0,0.0,3.0,3.0,8.0,9.0,0,1,0,0
81443,5910,33,0,1,8055,3018.0,0.0,5037.0,3018.0,0.0,0.0,5037.0,1.0,5.0,0.0,0.0,0,1,0,0
81446,40948,29,1,0,4283,4283.0,0.0,0.0,4283.0,0.0,0.0,0.0,10.0,4.0,0.0,6.0,0,1,0,0
81453,12157,62,0,1,1397,1397.0,0.0,0.0,1397.0,0.0,0.0,0.0,8.0,3.0,7.0,8.0,1,0,0,0
81464,27285,37,0,1,4866,4866.0,0.0,0.0,4866.0,0.0,0.0,0.0,7.0,1.0,4.0,3.0,0,1,0,0
81470,36490,47,1,0,4242,4242.0,0.0,0.0,2242.0,0.0,0.0,2000.0,0.0,12.0,4.0,5.0,1,0,0,0
81477,69,28,0,1,5541,2689.0,2852.0,0.0,930.0,0.0,1759.0,2852.0,6.0,11.0,4.0,0.0,1,0,0,0
81483,10175,64,1,0,3960,3960.0,0.0,0.0,3960.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0,0,0,1
81488,49002,62,1,0,342,342.0,0.0,0.0,342.0,0.0,0.0,5216.0,5.0,10.0,4.0,4.0,1,0,0,0
81495,22784,60,1,0,5085,5085.0,0.0,0.0,5085.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0,0,1,0
81500,6559,66,0,1,11516,11516.0,0.0,0.0,7187.0,0.0,0.0,4329.0,7.0,2.0,5.0,7.0,0,0,0,1
81507,11235,38,1,0,2737,2737.0,0.0,0.0,2737.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,1,0,0,0
81515,1563,60,0,1,670,670.0,0.0,0.0,670.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0,1,0,0
81519,41818,63,1,0,1888,1888.0,0.0,0.0,1888.0,0.0,0.0,0.0,5.0,5.0,9.0,3.0,0,1,0,0
81525,18331,63,1,0,2795,2795.0,0.0,0.0,2795.0,0.0,0.0,0.0,8.0,2.0,9.0,5.0,0,1,0,0
81533,29417,43,1,0,2100,2100.0,0.0,0.0,2100.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,1,0,0,0
81538,8645,32,0,1,4622,4622.0,0.0,0.0,4622.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,1,0,0,0
81543,9007,22,0,1,376,376.0,0.0,0.0,376.0,0.0,0.0,590.0,5.0,8.0,5.0,0.0,0,0,0,1
81548,32322,39,0,1,2402,2402.0,0.0,0.0,2402.0,0.0,0.0,5071.0,4.0,0.0,4.0,0.0,0,0,0,1
81551,49414,40,1,0,3619,3619.0,0.0,0.0,3619.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0,1,0,0
81555,17696,20,0,1,3372,3372.0,0.0,0.0,3372.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,1,0,0,0
81561,39695,57,0,1,1918,1918.0,0.0,0.0,1918.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0,1,0,0
81565,10211,51,1,0,4101,4101.0,0.0,0.0,4101.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1,0,0,0
81567,26801,31,0,1,799,799.0,0.0,0.0,799.0,0.0,0.0,0.0,2.0,10.0,2.0,1.0,0,1,0,0
81572,29124,47,1,0,8556,7070.0,0.0,1486.0,1915.0,0.0,0.0,6641.0,0.0,13.0,0.0,6.0,1,0,0,0
81577,30030,34,1,0,1607,1607.0,0.0,0.0,1607.0,0.0,0.0,0.0,0.0,4.0,3.0,13.0,0,1,0,0
81584,39910,29,1,0,431,431.0,0.0,0.0,431.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0,0,0,1
81589,48143,19,1,0,1305,848.0,457.0,0.0,848.0,0.0,0.0,457.0,10.0,4.0,0.0,2.0,0,0,0,1
81594,33785,67,1,0,4224,4224.0,0.0,0.0,4224.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,1,0,0,0
81600,2060,33,0,1,487,487.0,0.0,0.0,487.0,0.0,0.0,0.0,8.0,3.0,5.0,7.0,0,1,0,0
81607,20170,32,0,1,4170,870.0,0.0,3300.0,870.0,0.0,0.0,3300.0,3.0,3.0,1.0,2.0,0,1,0,0
81612,42989,66,1,0,4166,534.0,0.0,3632.0,534.0,0.0,0.0,3632.0,7.0,6.0,5.0,8.0,0,1,0,0
81619,7571,57,1,0,1491,1491.0,0.0,0.0,1491.0,0.0,0.0,0.0,4.0,9.0,3.0,12.0,0,0,0,1
81627,1401,46,1,0,11007,3197.0,2401.0,5409.0,3197.0,0.0,0.0,7810.0,13.0,6.0,5.0,0.0,0,0,0,1
81635,17664,18,0,1,7079,3156.0,3923.0,0.0,2704.0,452.0,0.0,3923.0,9.0,7.0,9.0,0.0,0,1,0,0
81643,35532,69,1,0,8461,8461.0,0.0,0.0,3625.0,4836.0,0.0,0.0,16.0,6.0,0.0,5.0,1,0,0,0
81650,5764,25,1,0,2138,2138.0,0.0,0.0,2138.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0,1,0,0
81655,24851,47,0,1,539,539.0,0.0,0.0,539.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,1,0,0,0
81661,36420,56,1,0,4128,3835.0,293.0,0.0,3835.0,0.0,0.0,293.0,4.0,7.0,9.0,1.0,0,1,0,0
81667,12074,25,0,1,995,995.0,0.0,0.0,995.0,0.0,0.0,3495.0,4.0,0.0,0.0,7.0,0,1,0,0
81671,26385,20,1,0,406,406.0,0.0,0.0,406.0,0.0,0.0,0.0,6.0,4.0,3.0,5.0,1,0,0,0
81677,26226,65,1,0,2389,2389.0,0.0,0.0,2389.0,0.0,0.0,1007.0,4.0,5.0,0.0,3.0,0,1,0,0
81680,46358,26,1,0,5116,5116.0,0.0,0.0,5116.0,0.0,0.0,4501.0,10.0,6.0,9.0,0.0,0,1,0,0
81687,34317,53,0,1,2363,2363.0,0.0,0.0,2363.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0,0,1,0
81691,20158,63,1,0,11160,2843.0,0.0,8317.0,2843.0,0.0,0.0,12927.0,21.0,7.0,6.0,5.0,0,0,0,1
81703,2907,22,1,0,2797,2797.0,0.0,0.0,2797.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0
81704,34464,30,0,1,4090,4090.0,0.0,0.0,4090.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0,1,0,0
81709,20949,35,1,0,5222,3539.0,0.0,1683.0,3539.0,0.0,0.0,2915.0,1.0,3.0,12.0,3.0,0,1,0,0
81715,7578,57,0,1,5809,2364.0,0.0,3445.0,2364.0,0.0,0.0,3445.0,0.0,2.0,3.0,5.0,0,0,1,0
81718,16034,46,0,1,4046,4046.0,0.0,0.0,4046.0,0.0,0.0,0.0,15.0,5.0,5.0,0.0,0,1,0,0
81725,40730,23,0,1,4719,4719.0,0.0,0.0,4719.0,0.0,0.0,0.0,11.0,5.0,1.0,0.0,0,1,0,0
81730,7526,50,1,0,3840,3840.0,0.0,0.0,3840.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1,0,0,0
81734,29854,59,1,0,4021,3697.0,324.0,0.0,3697.0,0.0,0.0,324.0,1.0,2.0,0.0,2.0,0,1,0,0
81737,26818,38,1,0,10183,3085.0,0.0,7098.0,3085.0,0.0,0.0,7098.0,7.0,18.0,4.0,0.0,0,1,0,0
81745,24042,51,0,1,2175,2175.0,0.0,0.0,2175.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0,0,0,1
81750,12498,70,1,0,1578,1578.0,0.0,0.0,1578.0,0.0,0.0,5224.0,11.0,10.0,11.0,10.0,0,1,0,0
81763,6150,31,0,1,8620,8620.0,0.0,0.0,8620.0,0.0,0.0,0.0,4.0,10.0,4.0,1.0,0,0,0,1
81770,19028,70,0,1,10571,4992.0,5579.0,0.0,1377.0,0.0,0.0,9194.0,12.0,4.0,1.0,3.0,0,0,0,1
81777,37499,64,1,0,4102,4102.0,0.0,0.0,4102.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,1,0,0
81779,35487,28,1,0,2649,2649.0,0.0,0.0,2649.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0,1,0,0
81783,7991,54,1,0,1628,1628.0,0.0,0.0,1628.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,1,0,0,0
81787,28250,61,0,1,1340,1340.0,0.0,0.0,1340.0,0.0,0.0,0.0,8.0,6.0,5.0,0.0,1,0,0,0
81793,38440,21,0,1,1304,1304.0,0.0,0.0,1304.0,0.0,0.0,0.0,3.0,9.0,2.0,5.0,0,1,0,0
81802,31292,42,1,0,4120,4120.0,0.0,0.0,4120.0,0.0,0.0,0.0,8.0,9.0,12.0,0.0,0,1,0,0
81811,18106,68,1,0,838,838.0,0.0,0.0,838.0,0.0,0.0,920.0,8.0,4.0,5.0,1.0,0,1,0,0
81817,46137,67,1,0,4773,4773.0,0.0,0.0,4773.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0,1,0,0
81819,27782,33,0,1,1420,1420.0,0.0,0.0,1420.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0,0,1,0
81824,16941,30,0,1,1055,1055.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0,1,0,0
81828,39156,68,1,0,9391,5230.0,4161.0,0.0,5230.0,0.0,0.0,5265.0,8.0,5.0,13.0,0.0,1,0,0,0
81835,16468,18,1,0,1846,1846.0,0.0,0.0,1846.0,0.0,0.0,3376.0,4.0,10.0,0.0,2.0,1,0,0,0
81842,26929,69,1,0,414,414.0,0.0,0.0,414.0,0.0,0.0,0.0,2.0,1.0,13.0,8.0,0,1,0,0
81849,23030,22,1,0,6137,6137.0,0.0,0.0,4796.0,0.0,1341.0,2299.0,2.0,10.0,5.0,9.0,0,1,0,0
81857,36601,26,0,1,4337,4337.0,0.0,0.0,4337.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1,0,0,0
81859,23667,51,0,1,3653,3653.0,0.0,0.0,3653.0,0.0,0.0,0.0,6.0,4.0,0.0,6.0,0,0,1,0
81866,25392,56,0,1,2871,2871.0,0.0,0.0,2871.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,1,0,0
81870,37057,34,1,0,2455,2455.0,0.0,0.0,2455.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,0,1,0,0
81876,9252,22,1,0,4032,4032.0,0.0,0.0,4032.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,0,0,0,1
81880,37524,60,1,0,1990,1990.0,0.0,0.0,1990.0,0.0,0.0,3376.0,3.0,18.0,5.0,12.0,0,1,0,0
81892,24735,58,1,0,488,488.0,0.0,0.0,488.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0,1,0,0
81896,34935,20,1,0,179,179.0,0.0,0.0,179.0,0.0,0.0,0.0,10.0,12.0,5.0,1.0,0,0,0,1
81905,16244,41,0,1,5444,1376.0,0.0,4068.0,1376.0,0.0,0.0,4068.0,4.0,10.0,0.0,10.0,1,0,0,0
81913,6805,44,0,1,1885,1885.0,0.0,0.0,1885.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0,1,0,0
81917,26464,46,1,0,1539,1539.0,0.0,0.0,1539.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,0,0,0,1
81921,41057,63,1,0,1842,1842.0,0.0,0.0,1842.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0,1,0,0
81928,20135,42,1,0,2191,2191.0,0.0,0.0,2191.0,0.0,0.0,0.0,5.0,14.0,4.0,0.0,0,1,0,0
81936,44412,18,0,1,3608,3608.0,0.0,0.0,2647.0,961.0,0.0,0.0,7.0,0.0,5.0,0.0,0,1,0,0
81941,5863,44,1,0,1616,1616.0,0.0,0.0,1616.0,0.0,0.0,0.0,4.0,14.0,4.0,1.0,0,1,0,0
81948,44536,69,1,0,2325,2325.0,0.0,0.0,2325.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0
81951,29792,21,1,0,3073,3073.0,0.0,0.0,3073.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1,0,0,0
81955,5103,67,1,0,2680,2680.0,0.0,0.0,2680.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0,1,0,0
81959,25737,41,0,1,3471,612.0,2859.0,0.0,612.0,0.0,0.0,4814.0,6.0,5.0,1.0,0.0,1,0,0,0
81963,4753,52,1,0,7648,4281.0,0.0,3367.0,2746.0,0.0,0.0,4902.0,4.0,6.0,1.0,2.0,1,0,0,0
81968,43297,50,1,0,1520,1520.0,0.0,0.0,1520.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0,0,1,0
81971,13399,51,0,1,5007,5007.0,0.0,0.0,4202.0,0.0,805.0,0.0,7.0,11.0,0.0,0.0,1,0,0,0
81976,47305,34,1,0,4200,4200.0,0.0,0.0,4200.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0,1,0,0
81980,48615,29,0,1,2568,2568.0,0.0,0.0,2568.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,0,1,0,0
81983,25590,34,1,0,6957,6957.0,0.0,0.0,2449.0,0.0,0.0,9030.0,9.0,17.0,0.0,5.0,0,1,0,0
81991,20391,52,0,1,7073,4293.0,2780.0,0.0,4293.0,0.0,0.0,2780.0,16.0,0.0,2.0,4.0,0,0,0,1
81998,48792,66,1,0,3055,521.0,2534.0,0.0,521.0,0.0,0.0,2534.0,7.0,2.0,0.0,0.0,0,1,0,0
82002,43,29,0,1,3507,3507.0,0.0,0.0,3507.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0,1,0,0
82007,11105,66,1,0,3694,3694.0,0.0,0.0,3694.0,0.0,0.0,0.0,9.0,4.0,6.0,4.0,0,1,0,0
82015,43012,30,0,1,8757,7629.0,0.0,1128.0,3670.0,3959.0,0.0,5767.0,17.0,6.0,5.0,3.0,0,0,0,1
82024,7961,35,1,0,1122,1122.0,0.0,0.0,1122.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0,1,0,0
82030,26406,28,1,0,6960,1869.0,5091.0,0.0,1869.0,0.0,0.0,5091.0,3.0,10.0,2.0,13.0,1,0,0,0
82040,39791,27,0,1,4571,4405.0,0.0,166.0,4405.0,0.0,0.0,166.0,1.0,5.0,5.0,1.0,1,0,0,0
82044,43277,49,0,1,1163,1163.0,0.0,0.0,1163.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,1,0,0
82047,37591,58,0,1,12132,4900.0,7232.0,0.0,4900.0,0.0,0.0,7232.0,9.0,0.0,6.0,0.0,1,0,0,0
82052,30164,35,0,1,6551,2657.0,3894.0,0.0,2657.0,0.0,0.0,3894.0,7.0,7.0,3.0,3.0,0,1,0,0
82060,25578,36,0,1,2632,2632.0,0.0,0.0,2632.0,0.0,0.0,0.0,4.0,11.0,0.0,5.0,1,0,0,0
82066,40520,49,1,0,4575,4575.0,0.0,0.0,4575.0,0.0,0.0,5833.0,3.0,4.0,15.0,0.0,0,0,0,1
82072,41681,56,1,0,3661,3661.0,0.0,0.0,3661.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0,1,0,0
82077,9839,47,1,0,3427,3427.0,0.0,0.0,3427.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1,0,0,0
82080,19660,50,0,1,1544,1544.0,0.0,0.0,1544.0,0.0,0.0,0.0,2.0,9.0,0.0,12.0,0,1,0,0
82088,21685,24,0,1,3103,3103.0,0.0,0.0,3103.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0,0,0,1
82092,43674,34,1,0,1806,1806.0,0.0,0.0,1806.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0,0,0,1
82095,11044,61,0,1,3801,3801.0,0.0,0.0,3801.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0,1,0,0
82100,30361,57,0,1,1974,1974.0,0.0,0.0,1974.0,0.0,0.0,0.0,15.0,8.0,3.0,7.0,0,1,0,0
82110,17737,63,1,0,2044,2044.0,0.0,1184.0,2044.0,0.0,0.0,1184.0,9.0,3.0,11.0,4.0,0,1,0,0
82118,23750,59,1,0,8209,3145.0,0.0,5064.0,3145.0,0.0,0.0,5064.0,2.0,0.0,6.0,5.0,0,1,0,0
82123,10970,23,0,1,9491,4943.0,0.0,4548.0,4165.0,0.0,778.0,4548.0,7.0,6.0,0.0,9.0,1,0,0,0
82130,38596,65,1,0,9748,7628.0,0.0,2120.0,4651.0,2977.0,0.0,2120.0,3.0,12.0,12.0,10.0,0,1,0,0
82140,22015,62,1,0,4523,4523.0,0.0,0.0,4523.0,0.0,0.0,0.0,10.0,2.0,1.0,7.0,0,1,0,0
82147,6268,26,0,1,865,865.0,0.0,0.0,865.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,1,0,0,0
82151,44496,49,1,0,2860,2860.0,0.0,0.0,2860.0,0.0,0.0,0.0,10.0,13.0,4.0,0.0,0,1,0,0
82159,15868,23,0,1,8328,8328.0,0.0,0.0,3268.0,0.0,0.0,5060.0,3.0,14.0,1.0,7.0,0,1,0,0
82169,2317,61,0,1,2546,2546.0,0.0,0.0,2546.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,0,0,0,1
82179,11156,44,1,0,4675,4249.0,0.0,426.0,4249.0,0.0,0.0,426.0,6.0,3.0,0.0,3.0,0,1,0,0
82184,26996,50,1,0,1416,1416.0,0.0,0.0,1416.0,0.0,0.0,0.0,0.0,17.0,9.0,1.0,0,1,0,0
82191,22334,56,1,0,1911,1911.0,0.0,0.0,1911.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,0,0,0,1
82195,26550,32,1,0,1798,1798.0,0.0,0.0,1798.0,0.0,0.0,0.0,7.0,5.0,0.0,9.0,1,0,0,0
82201,11111,33,1,0,6201,2721.0,0.0,3480.0,2721.0,0.0,0.0,3480.0,11.0,9.0,2.0,0.0,0,1,0,0
82208,48057,58,0,1,3711,3711.0,0.0,0.0,3711.0,0.0,0.0,0.0,8.0,5.0,4.0,5.0,0,1,0,0
82215,39130,68,0,1,667,667.0,0.0,0.0,667.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0
82219,34287,18,0,1,4366,4366.0,0.0,0.0,4366.0,0.0,0.0,0.0,2.0,2.0,10.0,7.0,0,1,0,0
82225,33056,33,1,0,3850,3850.0,0.0,3271.0,3850.0,0.0,0.0,6650.0,13.0,1.0,2.0,5.0,0,1,0,0
82233,27109,43,0,1,3300,3300.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0,1,0,0
82239,22908,51,0,1,4979,4979.0,0.0,0.0,4979.0,0.0,0.0,0.0,5.0,13.0,6.0,3.0,1,0,0,0
82247,42367,35,1,0,3468,3468.0,0.0,0.0,3468.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,0,0
82249,49216,41,0,1,4800,1556.0,0.0,3244.0,1556.0,0.0,0.0,3244.0,5.0,0.0,1.0,7.0,1,0,0,0
82254,47180,58,0,1,864,864.0,0.0,0.0,864.0,0.0,0.0,1440.0,1.0,3.0,4.0,9.0,1,0,0,0
82259,41652,69,1,0,7596,7596.0,0.0,0.0,5336.0,0.0,2260.0,0.0,9.0,7.0,0.0,5.0,0,1,0,0
82264,46393,46,1,0,4290,4290.0,0.0,0.0,4290.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0,1,0,0
82268,48473,20,1,0,4963,4963.0,0.0,0.0,574.0,0.0,0.0,4389.0,2.0,5.0,4.0,0.0,0,0,0,1
82272,10185,40,0,1,292,292.0,0.0,0.0,292.0,0.0,0.0,563.0,16.0,11.0,7.0,1.0,0,1,0,0
82283,15463,63,0,1,3710,3710.0,0.0,0.0,3710.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0,0,0,1
82286,39941,58,1,0,2672,2672.0,0.0,0.0,2672.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0,0,0,1
82289,32919,55,1,0,4556,1497.0,0.0,3059.0,1497.0,0.0,0.0,3059.0,4.0,4.0,0.0,2.0,0,0,0,1
82294,39783,70,1,0,3424,3424.0,0.0,0.0,3424.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0,1
82296,38436,26,1,0,1001,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,0,1,0,0
82301,39755,62,1,0,2484,2484.0,0.0,0.0,2484.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0,0,1,0
82306,21862,56,1,0,6473,6473.0,0.0,0.0,4090.0,2383.0,0.0,0.0,0.0,13.0,2.0,0.0,0,0,1,0
82311,5549,47,1,0,1557,1557.0,0.0,0.0,1557.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1,0,0,0
82315,1702,35,0,1,801,801.0,0.0,0.0,801.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,1,0,0,0
82321,48629,43,1,0,4148,4148.0,0.0,0.0,4148.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,0,1,0,0
82327,19621,32,0,1,4399,4399.0,0.0,0.0,4399.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0,1,0,0
82332,38659,21,0,1,3159,1086.0,2073.0,0.0,1086.0,0.0,0.0,2073.0,3.0,13.0,1.0,0.0,1,0,0,0
82338,22980,64,0,1,5803,2081.0,3722.0,0.0,2081.0,0.0,0.0,3722.0,2.0,9.0,0.0,2.0,0,0,0,1
82343,14799,47,0,1,1555,1555.0,0.0,0.0,300.0,0.0,0.0,1255.0,2.0,3.0,8.0,8.0,0,1,0,0
82351,24249,56,0,1,541,541.0,0.0,0.0,541.0,0.0,0.0,0.0,8.0,2.0,4.0,2.0,0,0,0,1
82356,12463,30,0,1,4249,4249.0,0.0,0.0,4249.0,0.0,0.0,0.0,4.0,10.0,5.0,8.0,0,1,0,0
82362,32080,28,1,0,2694,2694.0,0.0,0.0,2694.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0,1,0,0
82369,31351,38,0,1,1431,1431.0,0.0,0.0,1431.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0,0,0,1
82374,36626,46,1,0,4127,1124.0,3003.0,0.0,1124.0,0.0,0.0,3003.0,0.0,2.0,9.0,0.0,0,1,0,0
82377,43634,70,0,1,2061,2061.0,0.0,0.0,2061.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0,1,0,0
82382,21329,43,1,0,2208,2208.0,0.0,0.0,2208.0,0.0,0.0,0.0,4.0,1.0,3.0,6.0,0,1,0,0
82387,15154,20,0,1,1036,1036.0,0.0,0.0,1036.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0,1,0,0
82391,20918,69,0,1,4142,4142.0,0.0,0.0,4142.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0,1,0,0
82396,34607,27,0,1,562,562.0,0.0,0.0,562.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0,1,0,0
82400,16217,31,0,1,1035,1035.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0,1,0,0
82402,33510,35,0,1,639,639.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,0
82404,34571,49,0,1,859,859.0,0.0,2888.0,859.0,0.0,0.0,2888.0,0.0,0.0,9.0,1.0,0,1,0,0
82407,26765,68,0,1,2764,2764.0,0.0,0.0,2764.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0,0,0,1
82411,25738,27,1,0,1383,1383.0,0.0,0.0,1383.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0,1,0,0
82415,16451,27,0,1,6763,3521.0,0.0,3242.0,3521.0,0.0,0.0,3242.0,8.0,4.0,2.0,5.0,0,1,0,0
82422,9967,27,1,0,3987,2114.0,0.0,1873.0,2114.0,0.0,0.0,1873.0,3.0,15.0,1.0,0.0,0,1,0,0
82428,45656,45,1,0,720,720.0,0.0,0.0,720.0,0.0,0.0,2847.0,10.0,7.0,0.0,7.0,0,1,0,0
82437,8570,63,1,0,4681,4681.0,0.0,0.0,4681.0,0.0,0.0,0.0,11.0,0.0,3.0,3.0,0,0,0,1
82442,19788,51,0,1,3850,3850.0,0.0,0.0,3850.0,0.0,0.0,0.0,4.0,2.0,5.0,9.0,0,1,0,0
82448,9746,69,1,0,1130,1130.0,0.0,0.0,1130.0,0.0,0.0,0.0,1.0,4.0,7.0,7.0,0,1,0,0
82455,14057,31,0,1,5123,5123.0,0.0,0.0,5123.0,0.0,0.0,0.0,7.0,4.0,2.0,4.0,1,0,0,0
